randomNumber,entryNumber,toolEntry,Society,Reference,toolName,Type,simpleComp,PresLikelihood,Scale,materialDescribed,materialMetal,materialPlant,materialStone,materialBone,materialAntler,materialOther,materialOther_detail,learn,Process,Mode,Gender,childAge_coded,manufacturerAge,manufacturerSex,manufacturerKin,Continent,Subsistence,Paragraph,Image,Image_Caption,permalink,Latitude,Longitude,Date,Pages,Play,Multiple.Uses
2016,2495,1,Ona,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",RATTLE (CLAPPER),Music,Comp,Low,ChildOnly,YES,NO,NO,NO,NO,NO,YES,"SHELLS, STRING",NA,NA,NA,Unknown,INFANCY,NA,NA,NA,South America,Hunter-gatherers,"Supplementing the earlier remarks (p. 547), a few playthings for the baby are still to be mentioned. The coast dwellers make the [unknown][unknown][unknown][unknown]á[unknown] me[unknown] en , also called t[unknown] mk[unknown][unknown][unknown][unknown] , a sort of rattle or clapper, out of about five flat shells of the Fissurella or Mactra (p. 548). They also take several small snail-shells, bore a small hole in them, and string them on a thin thread of tendon, which is placed around the child's neck. This pá[unknown][unknown] kan rattles a little at each touch. This toy has not, however, become a universal possession of babies. (107)


(107) Cf. in this connection note 78 on pp. 548-549 and the report by Segers:71.",NA,NA,https://ehrafworldcultures.yale.edu/sres/030e4ac1-d001-4219-bfb3-de42f561a161,-54,-68.5,1931,2456,Play,Single
2019,2443,1,Sirionó,"Holmberg, Allan R.


Nomads of the long bow: the Siriono of eastern Bolivia",BOW AND ARROW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,South America,Hunter-gatherers,"“Strikingly enough, miniature bows and arrows for boys and spindles for girls are the only toys which the Siriono make for their children. There is a conspicuous lack of dolls, animal figures, puzzles, cradles, stilts, balls, string figures, etc., so commonly found in other primitive societies. Occasionally a baby tortoise or the young of some animal is brought in from the forest for a child to play with, but such pets are usually treated so roughly that they die within a few days' time. Moreover, such common amusements for children as games of tag, of hide-and-seek, and racing are unknown in Siriono society. Organized games and contests for children (except wrestling for boys) seem to be entirely lacking.”",NA,NA,https://ehrafworldcultures.yale.edu/sres/8c153123-baea-4bf6-9b68-36f43ff1a225,-14.5,-63.5,1950,973,Play,Single
2023,2440,1,Barama River Carib,"Gillin, John


The Barama River Caribs of British Guiana",HOOP,PhysGame,Simple,NA,ChildOnly,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,South America,Primarily Hunter-gatherers,"A game which one is surprised to encounter in this region is the hoop and stick game, played by small children. The game is called onambatoba tonomi. The stick is called wiwimi, and the hoop tondori. A hoop about a foot in diameter is rolled along the ground by one player while the opponent attempts from a given distance to cast a slender lance-like stick, three or four feet long, through the hoop without touching it. The players alternate in throwing the stick and rolling the hoop.",NA,NA,https://ehrafworldcultures.yale.edu/sres/b9c0ff3f-8e21-47bf-a912-b33699300593,7.42,-60.17,1936,494,Play,Single
2042,2106,1,Aleut,"Dall, William Healey, 1845-1927


Article VI: on the remains of later pre-historic man obtained from caves in the Catherina Archipelago, Alaska Territory, and especially from the caves of the Aleutian Islands",DOLL,Human figure,Simple,Low,ChildOnly,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,North America,Hunter-gatherers,"“A wooden doll (17446) very rudely made, without arms or legs, and which, by the resin adhering to it, might have once been inserted at the base into something else, perhaps a model of a bidarka. Such toys are frequently seen among the native children. Where the left arm might have been, some one had cut on the figure a rude pair of eyes, a nose, and mouth. On the face of the doll two lines extend backward and upward from the corners of the mouth, which may be intended to represent some form of tattooing.”",NA,NA,https://ehrafworldcultures.yale.edu/sres/45da76c6-3da0-40e1-8648-075d94bb4272,55,-162.85,1880,3980,Play,Single
2053,2210,1,Innu,"Henriksen, Georg


Hunters in the barrens: the Naskapi on the edge of the White Man's world",TOBOGGAN,Transport,NA,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,North America,Hunter-gatherers,"Naskapi children are full of vitality. They spend most of the day playing outside, even in the coldest weather. Every now and then they rush into the nearest tent to warm their hands over the stove, and take a bite of meat and a sip of tea before they vanish again. They slide on small toboggans, sometimes hitching young pups to them and mimicking their fathers both in action and in swearing at the pups to get them to pull. The children also enjoy chasing squirrels and each other, sneaking around with bows and arrows and playing “cowboys and Indians” — modelled on the movies they have seen in Davis Inlet. During the evenings or in bad weather, they play inside the tents. Then their parents often join in their play. Their fathers make whatever they need, whether it is for the pin and cup game, the button game, or “whirligigs.” Favourite pastimes for both children and grown-ups are making string figures and “shooting” caribou made from wooden chips.",NA,NA,https://ehrafworldcultures.yale.edu/sres/bf4376b2-17c6-477c-913f-0729ffe0ddae,53,-58,1973,1997,Play,Single
2070,2494,1,Ona,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",DOLL,Human figure,Comp,NA,ChildOnly,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Girls,NA,NA,NA,NA,South America,Hunter-gatherers,"The girls like to busy themselves with the doll = nak'án (p. 563), which they usually make into the “complete” doll (Ill. 79) in imitation of the burden = [unknown][unknown][unknown][unknown][unknown]ni (p. 431) carried by the women on their wanderings. They also play with this appendage themselves, for they make a little carrying strap for children (p. 535), place it over their shoulders, put the little doll in the middle part hanging down, [Page 1633] 1140 cont. and carry it around. They also like to build little dwelling huts in which they visit and serve each other (p. 563). For any of the actual games of movement = s[unknown] l[unknown] mk[unknown] li (p. 564), several girls must come together. They also carry it out in such a way that, at a slight distance apart, they turn around their own axis on one heel with the greatest possible speed; the one who becomes dizzy last, or moves the longest, has won. They often occupy themselves with hide-and-seek = wiwa[unknown] ksméten . Several, whom one girl must find, creep into the bushes and forest thicket; the one who is discovered continues to seek. Tickling each other = [unknown]e'[unknown][unknown] el amuses them beyond all measure, especially if several are together. This fun gives even the adults real pleasure. (103) 


The words with which Gallardo:349 describes the delight of the Selk'nam in tickling each other almost border on rapture. They do not go too far with it.


For the swing = ká[unknown] welken , [unknown][unknown]lá , they take a stout leather strap, usually of seal leather, and fasten it to two tree trunks so that, drawn out lengthwise, it hangs a little above the ground almost horizontally. A cloak is wrapped around the middle part, and here five or more children, who mutually put their arms around one another, sit on it. Someone pushes the row of sitting children from behind. They find a little more pleasure than the boys in the only rarely introduced ball game [unknown]'[unknown] t[unknown] u[unknown] (p. 1631). (104) 


Del Turco (BS; 1904) quite generally exaggerates the liking of the Selk'nam for the ball game so strongly that he passes it off as their “diversión predilecta /favorite pastime/.” Beauvoir (b):204 expresses himself much more moderately about this.


They also like to form a circle, take one another by the hand, and run, skipping, now in this direction, now in that one = kl[unknown] l kw[unknown][unknown] . [Page 1634] 1140 cont. Sometimes during this they stand so that their faces are turned outward = [unknown]wixsuken kw[unknown][unknown] .",NA,NA,https://ehrafworldcultures.yale.edu/sres/9e64d042-f6a4-4156-9590-12962975e87f,-54,-68.5,1931,2456,Play,Multiple
2070,2494,2,Ona,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",SWING,PhysGame,Comp,Low,ChildOnly,YES,NO,NO,NO,NO,NO,YES,LEATHER,NA,NA,NA,Unknown,NA,NA,NA,NA,South America,Hunter-gatherers,"The girls like to busy themselves with the doll = nak'án (p. 563), which they usually make into the “complete” doll (Ill. 79) in imitation of the burden = [unknown][unknown][unknown][unknown][unknown]ni (p. 431) carried by the women on their wanderings. They also play with this appendage themselves, for they make a little carrying strap for children (p. 535), place it over their shoulders, put the little doll in the middle part hanging down, [Page 1633] 1140 cont. and carry it around. They also like to build little dwelling huts in which they visit and serve each other (p. 563). For any of the actual games of movement = s[unknown] l[unknown] mk[unknown] li (p. 564), several girls must come together. They also carry it out in such a way that, at a slight distance apart, they turn around their own axis on one heel with the greatest possible speed; the one who becomes dizzy last, or moves the longest, has won. They often occupy themselves with hide-and-seek = wiwa[unknown] ksméten . Several, whom one girl must find, creep into the bushes and forest thicket; the one who is discovered continues to seek. Tickling each other = [unknown]e'[unknown][unknown] el amuses them beyond all measure, especially if several are together. This fun gives even the adults real pleasure. (103) 


The words with which Gallardo:349 describes the delight of the Selk'nam in tickling each other almost border on rapture. They do not go too far with it.


For the swing = ká[unknown] welken , [unknown][unknown]lá , they take a stout leather strap, usually of seal leather, and fasten it to two tree trunks so that, drawn out lengthwise, it hangs a little above the ground almost horizontally. A cloak is wrapped around the middle part, and here five or more children, who mutually put their arms around one another, sit on it. Someone pushes the row of sitting children from behind. They find a little more pleasure than the boys in the only rarely introduced ball game [unknown]'[unknown] t[unknown] u[unknown] (p. 1631). (104) 


Del Turco (BS; 1904) quite generally exaggerates the liking of the Selk'nam for the ball game so strongly that he passes it off as their “diversión predilecta /favorite pastime/.” Beauvoir (b):204 expresses himself much more moderately about this.


They also like to form a circle, take one another by the hand, and run, skipping, now in this direction, now in that one = kl[unknown] l kw[unknown][unknown] . [Page 1634] 1140 cont. Sometimes during this they stand so that their faces are turned outward = [unknown]wixsuken kw[unknown][unknown] .",NA,NA,https://ehrafworldcultures.yale.edu/sres/9e64d042-f6a4-4156-9590-12962975e87f,-54,-68.5,1931,2456,Play,Single
2084,1273,1,Western Apache,"Basso, Keith H., 1940-2013


Western Apache",SLING,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Primarily Hunter-gatherers,"From December to March, the focus of Western Apache economic life shifted from hunting and gathering to raiding. The exact frequency of raiding is not known, but Goodwin (1942:158) asserts categorically that it reached its peak during the winter months. This, of course, was the time when severe shortages of food were most apt to occur, a fact that underscores the vital contribution made by raiding—chiefly in the form of stolen livestock—to the maintenance and survival of Apache society. Throughout the winter, women, who did not participate in raids, attended to other tasks. Foremost among these were the tanning of hides and the manufacture of buckskin clothing. Older girls helped in these and other activities, while boys, armed with slings and small bows and arrows, added packrats, birds, and an occasional rabbit to the family larder. Even with the spoils of raiding to sustain them, winter was not a season of plenty for the Western Apache, and it was always with great anticipation that they greeted the first signs of spring. Late in March they packed their belongings in anticipation of the day when they could depart once again for their farm sites in the mountains and begin the annual cycle anew.",NA,NA,https://ehrafworldcultures.yale.edu/sres/31faa177-101b-43ab-a771-dee25cb06d62,33.86,-110.12,1983,5580,Use,Single
2084,1273,2,Western Apache,"Basso, Keith H., 1940-2013


Western Apache",BOW AND ARROW,Weapons,Comp,NA,Mini,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boys,NA,NA,NA,NA,North America,Primarily Hunter-gatherers,"From December to March, the focus of Western Apache economic life shifted from hunting and gathering to raiding. The exact frequency of raiding is not known, but Goodwin (1942:158) asserts categorically that it reached its peak during the winter months. This, of course, was the time when severe shortages of food were most apt to occur, a fact that underscores the vital contribution made by raiding—chiefly in the form of stolen livestock—to the maintenance and survival of Apache society. Throughout the winter, women, who did not participate in raids, attended to other tasks. Foremost among these were the tanning of hides and the manufacture of buckskin clothing. Older girls helped in these and other activities, while boys, armed with slings and small bows and arrows, added packrats, birds, and an occasional rabbit to the family larder. Even with the spoils of raiding to sustain them, winter was not a season of plenty for the Western Apache, and it was always with great anticipation that they greeted the first signs of spring. Late in March they packed their belongings in anticipation of the day when they could depart once again for their farm sites in the mountains and begin the annual cycle anew.",NA,NA,https://ehrafworldcultures.yale.edu/sres/31faa177-101b-43ab-a771-dee25cb06d62,33.86,-110.12,1983,5580,Use,Single
2094,2454,1,Warao,"Wilbert, Johannes


To become a maker of canoes: an essay in Warao enculturation",CANOE,Transport,Simple,Low,Mini,YES,NO,YES,NO,NO,NO,NO,NA,NA,NA,NA,Unknown,NA,ADULT,MALE,PARENT,South America,Hunter-gatherers,"Toward the end of the first year of life, the crawling, and eventually walking, infant is difficult to confine to the small platform of the stilt house. Babysitting him becomes a full-time chore and parents become very inventive in discovering ways and means to keep their enterprising child in safety. The landing place with its bobbing boats exercises an irresistible attraction for the child. He wants to play with the other children. Like them, he wants to jump in and out of the moored boats. The father, seeking to keep the youngster contented in the house, carves small toy boats out of light sangrito wood. Eventually he will cut a piece of the boardlike root of the same tree and put it down on the floor of the house. This becomes the first “real” canoe for the infant, one he can actually sit in. Manipulating a miniature paddle with which his father equips him, he embarks on unchartered journeys, away from the house, through the fantasy land of infancy and childhood.",NA,NA,https://ehrafworldcultures.yale.edu/sres/d62e9993-5aae-416d-81a4-4df267ff7a6a,9.08,-62,1976,2911,Play,Single
