randomNumber,entryNumber,toolEntry,toolName,Type,simpleComp,Scale,Gender,Age,Society,Subsistence,Reference,social.solitary,Social,risk,Play_vs_use,Play,Multiple.Uses,Toycon,Continent,Latitude,Longitude
311,2401,3,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,Play,Play,Single,Not Toycon,Oceania,-2.17,147.17
311,2401,4,PADDLE,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
311,2401,5,PUNT,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
311,2401,6,BOW AND ARROW,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
311,2401,7,SPEAR,Weapons,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
311,2401,8,UKNOWN (SPIDER-WEB NET),Tended facility,Simple,AdultVersion,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,safe,NA,NA,NA,NA,Oceania,-2.17,147.17
313,258,1,TARGET (THROWING BOARD),Weapons,NA,Mini,Both/Unspecified,Unspecified,Aleut,Hunter-gatherers,"Laughlin, William S.


Aleuts, survivors of the Bering Land Bridge",solitary,Solitary,risky,Play,Play,Single,Not Toycon,North America,55,-162.85
313,258,2,SPEAR,Weapons,NA,Mini,Both/Unspecified,Unspecified,Aleut,Hunter-gatherers,"Laughlin, William S.


Aleuts, survivors of the Bering Land Bridge",general plural,NA,risky,play and use,Play,Multiple,Not Toycon,North America,55,-162.85
323,2460,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Canela,Primarily Hunter-gatherers,"Nimuendaju, Curt


The Eastern Timbira",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-6.5,-46
323,2460,3,BOW AND ARROW,Weapons,Comp,AdultVersion,Boys,Unspecified,Canela,Primarily Hunter-gatherers,"Nimuendaju, Curt


The Eastern Timbira",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-6.5,-46
341,849,1,BOW AND ARROW,Weapons,Comp,AdultVersion,Boys,EARLY CHILDHOOD,Yurok,Hunter-gatherers,"Pilling, Arnold R.


Yurok",social,Social,risky,Use,Use,Single,Not Toycon,North America,41.5,-124
343,2274,1,PACK,Container,NA,Mini,Both/Unspecified,Unspecified,Tlingit,Hunter-gatherers,"Emmons, George Thornton.


The Tlingit Indians",social,Social,safe,use,Use,Single,Not Toycon,North America,57,-133.59
343,2274,2,SLING,Weapons,Comp,Mini,Boys,Unspecified,Tlingit,Hunter-gatherers,"Emmons, George Thornton.


The Tlingit Indians",social,Social,risky,Play,Play,Single,Not Toycon,North America,57,-133.59
353,899,1,HOUSE (TIPI),Shelter,Comp,Mini,Girls,Unspecified,Blackfoot,Hunter-gatherers,"Hungry Wolf, Beverly


The ways of my grandmothers",social,Social,safe,Play,Play,Single,Not Toycon,North America,49.34,-111.21
355,2177,1,STRING WITH NOOSE AND STICK,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",social,Social,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
361,2129,1,HOUSE,Shelter,Comp,Mini,Both/Unspecified,MIDDLE CHILDHOOD,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,62.5,-159.5
373,2126,1,BLINDFOLD,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Copper Inuit,Hunter-gatherers,"De Coccola, Raymond, 1912-


The incredible Eskimo: life among the barren land Eskimo",social,Social,safe,Play,Play,Single,Not Toycon,North America,68.72,-112.53
376,2456,1,BASKET,Container,Simple,Mini,Both/Unspecified,Unspecified,Canela,Primarily Hunter-gatherers,"Crocker, William H. (William Henry)


The Canela (Eastern Timbira), I: an ethnographic introduction",NA,NA,safe,use,Use,Single,Not Toycon,South America,-6.5,-46
377,901,1,BAG,Container,Simple,Mini,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hungry Wolf, Beverly


The ways of my grandmothers",solitary,Solitary,safe,Use,Use,Single,Not Toycon,North America,49.34,-111.21
384,2194,1,TOP,Game,Comp,ChildOnly,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik social culture",solitary,Solitary,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
385,1311,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Goodwin, Grenville, 1907-1940


The social organization of the Western Apache",social,Social,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
385,1311,2,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Western Apache,Primarily Hunter-gatherers,"Goodwin, Grenville, 1907-1940


The social organization of the Western Apache",social,Social,risky,Use,Use,Single,Not Toycon,North America,33.86,-110.12
396,300,1,TRAPEZE BAR,PhysGame,Comp,ChildOnly,Boys,Unspecified,Copper Inuit,Hunter-gatherers,"De Coccola, Raymond, 1912-


The incredible Eskimo: life among the barren land Eskimo",social,Social,risky,Play,Play,Single,Not Toycon,North America,68.72,-112.53
406,1371,1,BASKET,Container,NA,Mini,Girls,Unspecified,Western Apache,Primarily Hunter-gatherers,"Roberts, Helen Heffron, 1888-


Basketry of the San Carlos Apache",NA,NA,safe,Play,Play,Single,Not Toycon,North America,33.86,-110.12
413,287,1,TRAP (SNARE),Untended facility,Comp,AdultVersion,Both/Unspecified,Unspecified,Chipewyans,Hunter-gatherers,"Smith, David Merrill


Moose-Deer island house people: a history of the native people of Fort Resolution",general plural,NA,safe,Use,Use,Single,Not Toycon,North America,58.36,-110.83
415,1075,1,DOLL,Human figure,Simple,ChildOnly,Girls,Unspecified,Eastern Apache,Hunter-gatherers,"Stockel, H. Henrietta, 1938-


Women of the Apache nation: voices of truth",NA,NA,safe,toycon,Use,Single,Toycon,North America,32,-109.5
42,31,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The forest people",social,Social,risky,Play,Play,Single,Not Toycon,Africa,0.076388889,28.33
42,31,3,HUNTING NET,Tended facility,Simple,AdultVersion,Boys,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The forest people",solitary,Solitary,safe,Play,Play,Single,Not Toycon,Africa,0.076388889,28.33
42,31,4,BASKET,Container,NA,Mini,Girls,Unspecified,Mbuti,Hunter-gatherers,"Turnbull, Colin M.


The forest people",social,Social,safe,Play,Play,Single,Not Toycon,Africa,0.076388889,28.33
423,2282,1,BUZZ,Music,Comp,ChildOnly,Boys,Unspecified,Yuki,Hunter-gatherers,"Gifford, Edward Winslow, 1887-1959


The Coast Yuki",NA,NA,safe,Play,Play,Single,Not Toycon,North America,39.64,-123.74
423,2282,2,CLICKER,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Yuki,Hunter-gatherers,"Gifford, Edward Winslow, 1887-1959


The Coast Yuki",NA,NA,safe,Play,Play,Single,Not Toycon,North America,39.64,-123.74
423,2282,3,TOP,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Yuki,Hunter-gatherers,"Gifford, Edward Winslow, 1887-1959


The Coast Yuki",NA,NA,safe,play and toycon,Play,Multiple,Toycon,North America,39.64,-123.74
448,2439,1,DOLL,Human figure,Comp,ChildOnly,Girls,Unspecified,Barama River Carib,Primarily Hunter-gatherers,"Gillin, John


The Barama River Caribs of British Guiana",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,7.42,-60.17
448,2439,2,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Barama River Carib,Primarily Hunter-gatherers,"Gillin, John


The Barama River Caribs of British Guiana",general plural,NA,risky,Play,Play,Single,Not Toycon,South America,7.42,-60.17
448,2439,3,TOP,Game,Comp,ChildOnly,Boys,Unspecified,Barama River Carib,Primarily Hunter-gatherers,"Gillin, John


The Barama River Caribs of British Guiana",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,7.42,-60.17
448,2439,4,STRING FIGURE,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Barama River Carib,Primarily Hunter-gatherers,"Gillin, John


The Barama River Caribs of British Guiana",Social,Social,safe,play,Play,Single,Not Toycon,South America,7.42,-60.17
449,1874,1,ARROW,Weapons,Comp,Mini,Boys,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
461,881,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Blackfoot,Hunter-gatherers,"Hellson, John C.


Ethnobotany of the Blackfoot Indians",NA,NA,risky,Use,Use,Single,Not Toycon,North America,49.34,-111.21
47,2502,1,DOLL,Human figure,Simple,ChildOnly,Girls,Unspecified,Yahgan,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Yahgan: the life and thought of the water nomads of Cape Horn",solitary,Solitary,safe,Play,Play,Single,Not Toycon,South America,-55.5,-69.5
478,2148,1,BULL ROARER,Music,Comp,ChildOnly,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",solitary,Solitary,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
48,230,1,BLOWGUN,Weapons,Comp,Mini,Boys,ADOLESCENCE,Semang,Hunter-gatherers,"Schebesta, Paul, 1887-1967


The Negritos of Asia; vol. 2, ethnography of the Negritos: half-vol. 1, economy and sociology",NA,NA,risky,Use,Use,Single,Not Toycon,Asia,5,101.25
493,969,2,BASKET,Container,NA,Mini,Girls,Unspecified,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",social,Social,safe,toycon,Use,Single,Toycon,North America,42,-121.31
493,969,3,BASKET,Container,Comp,Mini,Girls,Unspecified,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",social,Social,safe,Use,Use,Single,Not Toycon,North America,42,-121.31
511,2268,1,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Tlingit,Hunter-gatherers,"De Laguna, Frederica, 1906-2204


Under Mount Saint Elias: the history and culture of the Yakutat Tlingit",NA,NA,risky,Play,Play,Single,Not Toycon,North America,57,-133.59
512,2485,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
512,2485,2,BOW,Weapons,Comp,Mini,Boys,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
513,2168,1,RAWHIDE THONG AND POLE,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,risky,Play,Play,Single,Not Toycon,North America,62.5,-159.5
525,2310,1,SLED,Transport,Comp,Mini,Boys,Unspecified,Gros Ventre,Hunter-gatherers,"Flannery, Regina


The Gros Ventres of Montana: part 1, Social life",social,Social,risky,Play,Play,Single,Not Toycon,North America,48,-108
525,2310,3,SLIDE,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Gros Ventre,Hunter-gatherers,"Flannery, Regina


The Gros Ventres of Montana: part 1, Social life",social,Social,risky,Play,Play,Single,Not Toycon,North America,48,-108
525,2310,4,TOP,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Gros Ventre,Hunter-gatherers,"Flannery, Regina


The Gros Ventres of Montana: part 1, Social life",social,Social,safe,Play,Play,Single,Not Toycon,North America,48,-108
53,2169,1,LINE,Game,Comp,ChildOnly,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,safe,Play,Play,Single,Not Toycon,North America,62.5,-159.5
581,398,1,CANOE,Transport,NA,AdultVersion,Boys,ADOLESCENCE,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,risky,Use,Use,Single,Not Toycon,North America,62.5,-159.5
581,398,2,CANOE,Transport,NA,AdultVersion,Both/Unspecified,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,risky,Use,Use,Single,Not Toycon,North America,62.5,-159.5
594,1789,2,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Karajá,Primarily Hunter-gatherers,"Ehrenreich, Paul, 1855-1914


Contributions to the ethnography of Brazil",NA,NA,safe,NA,NA,NA,NA,South America,-11.19,-50.35
615,2489,1,SWING,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",NA,NA,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
620,223,1,KNIFE,Instrument,NA,AdultVersion,Girls,EARLY CHILDHOOD,Vedda,Hunter-gatherers,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",solitary,Solitary,risky,Play,Play,Single,Not Toycon,Asia,7.75,81.25
620,223,4,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Vedda,Hunter-gatherers,"Seligman, C. G. (Charles Gabriel), 1873-1940


The Veddas",solitary,Solitary,risky,Play,Play,Single,Not Toycon,Asia,7.75,81.25
626,2327,1,BOW,Weapons,Comp,Mini,Boys,EARLY CHILDHOOD,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",social,Social,risky,Play,Play,Single,Not Toycon,North America,42,-121.31
626,2327,2,BOW,Weapons,Comp,Mini,Boys,MIDDLE CHILDHOOD,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",social,Social,risky,Play,Play,Single,Not Toycon,North America,42,-121.31
642,2406,1,ROPE,PhysGame,Simple,ChildOnly,Girls,Unspecified,Kiribati,Primarily Hunter-gatherers,"Koch, Gerd


The material culture of Kiribati",social,Social,safe,Play,Play,Single,Not Toycon,Oceania,3.38,172.99
642,2406,2,ROPE,PhysGame,Simple,ChildOnly,Both/Unspecified,Unspecified,Kiribati,Primarily Hunter-gatherers,"Koch, Gerd


The material culture of Kiribati",social,Social,safe,Play,Play,Single,Not Toycon,Oceania,3.38,172.99
645,2469,1,BOW,Weapons,Comp,Mini,Boys,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,risky,play and use,Play,Multiple,Not Toycon,South America,-22.21,-62.65
645,2469,2,PELLET BOW,Weapons,Comp,Mini,Boys,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,risky,play and use,Play,Multiple,Not Toycon,South America,-22.21,-62.65
645,2469,3,BOLA,Weapons,Comp,Mini,Boys,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,risky,Play,Play,Single,Not Toycon,South America,-22.21,-62.65
645,2469,4,PEA SHOOTER,Weapons,Comp,Mini,Boys,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,risky,Play,Play,Single,Not Toycon,South America,-22.21,-62.65
645,2469,5,RATTLE,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,-22.21,-62.65
645,2469,6,DOLL,Human figure,Simple,ChildOnly,Girls,Unspecified,Chorote,Hunter-gatherers,"Rosen, Eric von, 1879-1948


Ethnographical research work during the Swedish Chaco-Cordillera Expedition, 1901-1902",general plural,NA,safe,Play,Play,Single,Not Toycon,South America,-22.21,-62.65
663,2262,1,STRING FIGURE,Game,Simple,ChildOnly,Both/Unspecified,Unspecified,Nuxalk,Hunter-gatherers,"McIlwraith, T. F. (Thomas Forsyth), 1899-1964


The Bella Coola Indians: volume two",social,Social,safe,play,Play,Single,Not Toycon,North America,52.33,-126.5
681,2308,1,TOP,Game,Simple,ChildOnly,Boys,Unspecified,Crow,Hunter-gatherers,"Voget, Fred W.


Crow",general plural,NA,safe,Play,Play,Single,Not Toycon,North America,45.37,-107.87
698,827,1,BASKET,Container,NA,Mini,Both/Unspecified,Unspecified,Yuki,Hunter-gatherers,"Gifford, Edward Winslow, 1887-1959


The Coast Yuki",social,Social,safe,Use,Use,Single,Not Toycon,North America,39.64,-123.74
708,550,1,ARROW,Weapons,Simple,Mini,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Skinner, Alanson Buck, 1886-1925


Notes on the Eastern Cree and Northern Saulteaux",NA,NA,risky,Use,Use,Single,Not Toycon,North America,47.33,-91.86
725,1837,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Mataco,Primarily Hunter-gatherers,"Karsten, Rafael, 1879-1956


Indian tribes of the Argentine and Bolivian Chaco: ethnological studies",general singular,NA,risky,Play,Play,Single,Not Toycon,South America,-23.16,-62.18
729,2236,1,TOP,Game,Comp,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Landes, Ruth, 1908-


The Ojibwa woman",social,Social,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
737,1515,1,CANOE,Transport,NA,AdultVersion,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",solitary,Solitary,risky,NA,NA,NA,NA,Oceania,-2.17,147.17
746,1992,1,BOW AND ARROW,Weapons,Comp,Mini,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Lothrop, Samuel Kirkland, 1892-1965


The Indians of Tierra del Fuego",social,Social,risky,Play,Play,Single,Not Toycon,South America,-54,-68.5
75,2094,1,FIGURE (HORSE),Animal Figure,Simple,ChildOnly,Boys,Unspecified,San,Hunter-gatherers,"Tanaka, JirŌ, 1941-


The San hunter-gatherers of the Kalahari: a study in ecological anthropology",social,Social,safe,Play,Play,Single,Not Toycon,Africa,-19.83,20.58
759,954,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Gros Ventre,Hunter-gatherers,"Kroeber, A. L. (Alfred Louis), 1876-1960


Ethnology of the Gros Ventre",general plural,NA,risky,Use,Use,Single,Not Toycon,North America,48,-108
760,2238,1,BALL,Game,NA,ChildOnly,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Landes, Ruth, 1908-


The Ojibwa woman",social,Social,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
787,2400,1,CANOE,Transport,NA,Mini,Both/Unspecified,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",general plural,NA,risky,Play,Play,Single,Not Toycon,Oceania,-2.17,147.17
796,2100,1,BALL,PhysGame,Comp,ChildOnly,Both/Unspecified,Unspecified,Nivkh,Primarily Hunter-gatherers,"Seeland, Nicolas


The Gilyaks: an ethnographic sketch",social,Social,safe,Play,Play,Single,Not Toycon,Asia,53,142
814,2217,10,DOLL,Human figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,11,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general singular,NA,safe,play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,12,DOLL,Human figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,13,TOP (WITH WHIP),Game,Comp,ChildOnly,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general plural,NA,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,14,TOSSING SET,PhysGame,Comp,ChildOnly,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",social,Social,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,3,CLOTHING (DOLL),Human figure,Comp,Mini,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,toycon,Use,Single,Toycon,North America,47.33,-91.86
814,2217,4,STUFFED SKIN,Animal Figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general plural,NA,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,5,MAT,Shelter,Simple,Mini,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general plural,NA,safe,toycon,Use,Single,Toycon,North America,47.33,-91.86
814,2217,6,HOUSE (WIGWAM COVER),Shelter,Simple,Mini,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general plural,NA,safe,toycon,Use,Single,Toycon,North America,47.33,-91.86
814,2217,7,UTENSILS,Instrument,Simple,Mini,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,toycon,Use,Single,Toycon,North America,47.33,-91.86
814,2217,8,BOW AND ARROW,Weapons,Comp,Mini,Boys,EARLY CHILDHOOD,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",general singular,NA,risky,Play,Play,Single,Not Toycon,North America,47.33,-91.86
814,2217,9,DOLL,Human figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Densmore, Frances, 1867-1957


Chippewa customs",NA,NA,safe,play,Play,Single,Not Toycon,North America,47.33,-91.86
831,1282,1,SPRING GUN,Weapons,Comp,Mini,Boys,MIDDLE CHILDHOOD,Western Apache,Primarily Hunter-gatherers,"Buskirk, Winfred, 1908-


The Western Apache: living with the land before 1950",social,Social,risky,Play,Play,Single,Not Toycon,North America,33.86,-110.12
832,403,1,SLING,Weapons,Comp,Mini,Boys,Unspecified,Ingalik,Hunter-gatherers,"Osgood, Cornelius, 1905-1985


Ingalik material culture",social,Social,risky,Play,Play,Single,Not Toycon,North America,62.5,-159.5
840,2227,1,DOLL,Human figure,Comp,ChildOnly,Girls,Unspecified,Ojibwa,Hunter-gatherers,"Hilger, M. Inez (Mary Inez), 1891-


Chippewa child life and its cultural background",general plural,NA,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
840,2227,2,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Hilger, M. Inez (Mary Inez), 1891-


Chippewa child life and its cultural background",general plural,NA,risky,Play,Play,Single,Not Toycon,North America,47.33,-91.86
853,2291,1,FIGURE (HORSE),Animal Figure,Simple,ChildOnly,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Ewers, John Canfield


The horse in Blackfoot Indian culture, with comparative material from other western tribes",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,49.34,-111.21
868,1516,1,SPEAR,Weapons,Comp,Mini,Boys,Unspecified,Manus,Hunter-gatherers,"Mead, Margaret, 1901-1978


New lives for old: cultural transformation--Manus, 1928-1953",social,Social,risky,play and use,Play,Multiple,Not Toycon,Oceania,-2.17,147.17
877,962,1,CANOE,Transport,Simple,AdultVersion,Both/Unspecified,Unspecified,Klamath,Hunter-gatherers,"Pearsall, Marion, 1923-


Klamath childhood and education",NA,NA,risky,Use,Use,Single,Not Toycon,North America,42,-121.31
880,2267,2,BASKET,Container,NA,Mini,Girls,Unspecified,Pomo,Hunter-gatherers,"Loeb, Edwin Meyer, 1894-


Pomo folkways",NA,NA,safe,Play,Play,Single,Not Toycon,North America,39.11,-123.21
881,2488,1,RATTLE,Music,Comp,ChildOnly,Both/Unspecified,Unspecified,Ona,Hunter-gatherers,"Gusinde, Martin, 1886-1969


The Fireland Indians: Vol. 1. The Selk'nam, on the life and thought of a hunting people of the Great Island of Tierra del Fuego",solitary,Solitary,safe,Play,Play,Single,Not Toycon,South America,-54,-68.5
888,649,1,BOW AND ARROW,Weapons,Comp,Mini,Boys,Unspecified,Nuxalk,Hunter-gatherers,"McIlwraith, T. F. (Thomas Forsyth), 1899-1964


The Bella Coola Indians: volume two",general plural,NA,risky,play and use,Play,Multiple,Not Toycon,North America,52.33,-126.5
900,554,2,BABY CARRIER (DOLL),Human figure,Comp,Mini,Both/Unspecified,Unspecified,Ojibwa,Hunter-gatherers,"Theriault, Madeline, 1908-


Moose to moccasins: the story of Ka Kita Wa Pa No Kwe",NA,NA,safe,Play,Play,Single,Not Toycon,North America,47.33,-91.86
901,1067,1,BOW,Weapons,Comp,Mini,Boys,Unspecified,Eastern Apache,Hunter-gatherers,"Opler, Morris Edward, 1907-1996


An Apache life-way: the economic, social, and religious institutions of the Chiricahua Indians",general plural,NA,risky,Play,Play,Single,Not Toycon,North America,32,-109.5
902,2275,1,DOLL,Human figure,Comp,ChildOnly,Girls,Unspecified,Tlingit,Hunter-gatherers,"Emmons, George Thornton.


The Tlingit Indians",general plural,NA,safe,Play,Play,Single,Not Toycon,North America,57,-133.59
908,2298,1,DOLL,Human figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Blackfoot,Hunter-gatherers,"Hungry Wolf, Beverly


The ways of my grandmothers",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,49.34,-111.21
925,2232,1,TOP,Game,Comp,ChildOnly,Boys,Unspecified,Ojibwa,Hunter-gatherers,"Kohl, Johann Georg, 1808-1878


Kitchi-Gami: wanderings round Lake Superior",social,Social,safe,play and toycon,Play,Multiple,Toycon,North America,47.33,-91.86
942,2215,1,FIGURE (DESIGN),Human figure,Comp,ChildOnly,Both/Unspecified,Unspecified,Innu,Hunter-gatherers,"Speck, Frank Gouldsmith, 1881-1950


Montagnais art in birch-bark, a circumpolar trait",solitary,Solitary,safe,Play,Play,Single,Not Toycon,North America,53,-58
